kelurahanid,subdistrictname,kelurahanname,recordstatus
1,KUTA SELATAN,KUTA SELATAN,1
2,KUTA UTARA,KUTA UTARA,1
3,MENGWI,MENGWI,1
4,PETANG,PETANG,1
5,BANGLI,BANGLI,1
6,BANGLI,BANGLI,1
7,BANGLI,BANGLI,1
8,BANGLI,BANGLI,1
9,BANGLI,BANGLI,1
10,KINTAMANI,KINTAMANI,1
11,SUSUT,SUSUT,1
12,TEMBUKU,TEMBUKU,1
13,BANJAR,BANJAR,1
14,BANJAR,BANJAR,1
15,BANJAR,BANJAR,1
16,BANJAR,BANJAR,1
17,BANJAR,BANJAR,1
18,BULELENG,BULELENG,1
19,BUSUNGBIU,BUSUNGBIU,1
20,GEROKGAK,GEROKGAK,1
21,KUBUTAMBAHAN,KUBUTAMBAHAN,1
22,SAWAN,SAWAN,1
23,SERIRIT,SERIRIT,1
24,SUKASADA,SUKASADA,1
25,TEJAKULA,TEJAKULA,1
26,DENPASAR BARAT,DENPASAR BARAT,1
27,DENPASAR BARAT,DENPASAR BARAT,1
28,DENPASAR BARAT,DENPASAR BARAT,1
29,DENPASAR BARAT,DENPASAR BARAT,1
30,DENPASAR BARAT,DENPASAR BARAT,1
31,DENPASAR BARAT,DENPASAR BARAT,1
32,DENPASAR BARAT,DENPASAR BARAT,1
33,DENPASAR BARAT,DENPASAR BARAT,1
34,DENPASAR BARAT,DENPASAR BARAT,1
35,DENPASAR BARAT,DENPASAR BARAT,1
36,DENPASAR SELATAN,DENPASAR SELATAN,1
37,DENPASAR SELATAN,DENPASAR SELATAN,1
38,DENPASAR SELATAN,DENPASAR SELATAN,1
39,DENPASAR SELATAN,DENPASAR SELATAN,1
40,DENPASAR SELATAN,DENPASAR SELATAN,1
41,DENPASAR SELATAN,DENPASAR SELATAN,1
42,DENPASAR SELATAN,DENPASAR SELATAN,1
43,DENPASAR SELATAN,DENPASAR SELATAN,1
44,DENPASAR SELATAN,DENPASAR SELATAN,1
45,DENPASAR SELATAN,DENPASAR SELATAN,1
46,DENPASAR TIMUR,DENPASAR TIMUR,1
47,DENPASAR TIMUR,DENPASAR TIMUR,1
48,DENPASAR TIMUR,DENPASAR TIMUR,1
49,DENPASAR TIMUR,DENPASAR TIMUR,1
50,DENPASAR TIMUR,DENPASAR TIMUR,1
51,DENPASAR TIMUR,DENPASAR TIMUR,1
52,DENPASAR TIMUR,DENPASAR TIMUR,1
53,DENPASAR TIMUR,DENPASAR TIMUR,1
54,DENPASAR TIMUR,DENPASAR TIMUR,1
55,DENPASAR TIMUR,DENPASAR TIMUR,1
56,DENPASAR UTARA ,DENPASAR UTARA ,1
57,DENPASAR UTARA ,DENPASAR UTARA ,1
58,DENPASAR UTARA ,DENPASAR UTARA ,1
59,DENPASAR UTARA ,DENPASAR UTARA ,1
60,DENPASAR UTARA ,DENPASAR UTARA ,1
61,BLAHBATUH,BLAHBATUH,1
62,GIANYAR,GIANYAR,1
63,GIANYAR,GIANYAR,1
64,GIANYAR,GIANYAR,1
65,GIANYAR,GIANYAR,1
66,GIANYAR,GIANYAR,1
67,GIANYAR,GIANYAR,1
68,PAYANGAN,PAYANGAN,1
69,SUKAWATI,SUKAWATI,1
70,TAMPAK SIRING,TAMPAK SIRING,1
71,TAMPAK SIRING,TAMPAK SIRING,1
72,TEGALLALANG,TEGALLALANG,1
73,UBUD,UBUD,1
74,MELAYA,MELAYA,1
75,MENDOYO,MENDOYO,1
76,NEGARA,NEGARA,1
77,NEGARA,NEGARA,1
78,PEKUTATAN,PEKUTATAN,1
79,ABANG,ABANG,1
80,BEBANDEM,BEBANDEM,1
81,KARANG ASEM,KARANG ASEM,1
82,KUBU,KUBU,1
83,KUBU,KUBU,1
84,KUBU,KUBU,1
85,MANGGIS,MANGGIS,1
86,RENDANG,RENDANG,1
87,SELAT,SELAT,1
88,SELAT,SELAT,1
89,SIDEMEN,SIDEMEN,1
90,BANJARANGKAN,BANJARANGKAN,1
91,DAWAN,DAWAN,1
92,KLUNGKUNG,KLUNGKUNG,1
93,NUSAPENIDA,NUSAPENIDA,1
94,BATURITI,BATURITI,1
95,KEDIRI,KEDIRI,1
96,KEDIRI,KEDIRI,1
97,KEDIRI,KEDIRI,1
98,KEDIRI,KEDIRI,1
99,KERAMBITAN,KERAMBITAN,1
100,MARGA,MARGA,1
101,MARGA,MARGA,1
102,PENEBEL,PENEBEL,1
103,PENEBEL,PENEBEL,1
104,PUPUAN,PUPUAN,1
105,SELEMADEG,SELEMADEG,1
106,SELEMADEG,SELEMADEG,1
107,SELEMADEG,SELEMADEG,1
108,SELEMADEG,SELEMADEG,1
109,SELEMADEG,SELEMADEG,1
110,TABANAN,TABANAN,1
111,TABANAN,TABANAN,1
112,TABANAN,TABANAN,1
113,TABANAN,TABANAN,1
114,TABANAN,TABANAN,1
115,TABANAN,TABANAN,1
116,CIBEBER,CIBEBER,1
117,CIBEBER,CIBEBER,1
118,CIBEBER,CIBEBER,1
119,CIBEBER,CIBEBER,1
120,CILEGON,CILEGON,1
121,CITANGKIL,CITANGKIL,1
122,CIWANDAN,CIWANDAN,1
123,GROGOL,GROGOL,1
124,GROGOL,GROGOL,1
125,GROGOL,GROGOL,1
126,GROGOL,GROGOL,1
127,GROGOL,GROGOL,1
128,GROGOL,GROGOL,1
129,GROGOL,GROGOL,1
130,JOMBANG,JOMBANG,1
131,JOMBANG,JOMBANG,1
132,JOMBANG,JOMBANG,1
133,JOMBANG,JOMBANG,1
134,JOMBANG,JOMBANG,1
135,JOMBANG,JOMBANG,1
136,JOMBANG,JOMBANG,1
137,JOMBANG,JOMBANG,1
138,JOMBANG,JOMBANG,1
139,JOMBANG,JOMBANG,1
140,JOMBANG,JOMBANG,1
141,JOMBANG,JOMBANG,1
142,PULOMERAK,PULOMERAK,1
143,PURWAKARTA,PURWAKARTA,1
144,PURWAKARTA,PURWAKARTA,1
145,PURWAKARTA,PURWAKARTA,1
146,PURWAKARTA,PURWAKARTA,1
147,PURWAKARTA,PURWAKARTA,1
148,PURWAKARTA,PURWAKARTA,1
149,PURWAKARTA,PURWAKARTA,1
150,PURWAKARTA,PURWAKARTA,1
151,PURWAKARTA,PURWAKARTA,1
152,BALARAJA,BALARAJA,1
153,CIKUPA,CIKUPA,1
154,CIKUPA,CIKUPA,1
155,CIPUTAT,CIPUTAT,1
156,CIPUTAT,CIPUTAT,1
157,CIPUTAT,CIPUTAT,1
158,CIPUTAT TIMUR,CIPUTAT TIMUR,1
159,CIPUTAT TIMUR,CIPUTAT TIMUR,1
160,CIPUTAT TIMUR,CIPUTAT TIMUR,1
161,CIPUTAT TIMUR,CIPUTAT TIMUR,1
162,CISAUK,CISAUK,1
163,CISOKA,CISOKA,1
164,CISOKA,CISOKA,1
165,CISOKA,CISOKA,1
166,CURUG,CURUG,1
167,CURUG,CURUG,1
168,GUNUNG KALER,GUNUNG KALER,1
169,JAMBE,JAMBE,1
170,JAYANTI,JAYANTI,1
171,KELAPA DUA,KELAPA DUA,1
172,KEMIRI,KEMIRI,1
173,KEMIRI,KEMIRI,1
174,KOSAMBI,KOSAMBI,1
175,KOSAMBI,KOSAMBI,1
176,KOSAMBI,KOSAMBI,1
177,KRESEK,KRESEK,1
178,KRONJO,KRONJO,1
179,LEGOK,LEGOK,1
180,LEGOK,LEGOK,1
181,MAUK,MAUK,1
182,MEKAR BARU,MEKAR BARU,1
183,PAGEDANGAN,PAGEDANGAN,1
184,PAGEDANGAN,PAGEDANGAN,1
185,PAKUHAJI,PAKUHAJI,1
186,PAMULANG,PAMULANG,1
187,PAMULANG,PAMULANG,1
188,PAMULANG,PAMULANG,1
189,PAMULANG,PAMULANG,1
190,PAMULANG,PAMULANG,1
191,PAMULANG,PAMULANG,1
192,PANONGAN,PANONGAN,1
193,PASARKEMIS,PASARKEMIS,1
194,PASARKEMIS,PASARKEMIS,1
195,PONDOK AREN,PONDOK AREN,1
196,PONDOK AREN,PONDOK AREN,1
197,PONDOK AREN,PONDOK AREN,1
198,PONDOK AREN,PONDOK AREN,1
199,PONDOK AREN,PONDOK AREN,1
200,PONDOK AREN,PONDOK AREN,1
201,PONDOK AREN,PONDOK AREN,1
202,PONDOK AREN,PONDOK AREN,1
203,PONDOK AREN,PONDOK AREN,1
204,RAJEG,RAJEG,1
205,RAJEG,RAJEG,1
206,SEPATAN,SEPATAN,1
207,SERPONG,SERPONG,1
208,SERPONG,SERPONG,1
209,SERPONG UTARA,SERPONG UTARA,1
210,SETU,SETU,1
211,SETU,SETU,1
212,SOLEAR,SOLEAR,1
213,SUKADIRI,SUKADIRI,1
214,SUKAMULYA,SUKAMULYA,1
215,TELUKNAGA,TELUKNAGA,1
216,TELUKNAGA,TELUKNAGA,1
217,TIGARAKSA,TIGARAKSA,1
218,TIGARAKSA,TIGARAKSA,1
219,BANJARSARI,BANJARSARI,1
220,BANJARSARI,BANJARSARI,1
221,BANJARSARI,BANJARSARI,1
222,BANJARSARI,BANJARSARI,1
223,BANJARSARI,BANJARSARI,1
224,BANJARSARI,BANJARSARI,1
225,BANJARSARI,BANJARSARI,1
226,BANJARSARI,BANJARSARI,1
227,BANJARSARI,BANJARSARI,1
228,BANJARSARI,BANJARSARI,1
229,BANJARSARI,BANJARSARI,1
230,BANJARSARI,BANJARSARI,1
231,BAYAH,BAYAH,1
232,BOJONGMANIK,BOJONGMANIK,1
233,CIBADAK,CIBADAK,1
234,CIBADAK,CIBADAK,1
235,CIJAKU,CIJAKU,1
236,CIKULUR,CIKULUR,1
237,CILELES,CILELES,1
238,CIMARGA,CIMARGA,1
239,CIPANAS,CIPANAS,1
240,GUNUNG KENCANA,GUNUNG KENCANA,1
241,LEUWIDAMAR,LEUWIDAMAR,1
242,MAJA,MAJA,1
243,MAJA,MAJA,1
244,MALINGPING,MALINGPING,1
245,MUNCANG,MUNCANG,1
246,PANGGARANGAN,PANGGARANGAN,1
247,RANGKASBITUNG,RANGKASBITUNG,1
248,SAJIRA,SAJIRA,1
249,WARUNGGUNUNG,WARUNGGUNUNG,1
250,BOJONG,BOJONG,1
251,BOJONG,BOJONG,1
252,BOJONG,BOJONG,1
253,BOJONG,BOJONG,1
254,CADASARI,CADASARI,1
255,CIBALIUNG,CIBALIUNG,1
256,CIGEULIS,CIGEULIS,1
257,CIKEUSIK,CIKEUSIK,1
258,CIMANGGU,CIMANGGU,1
259,CIMANGGU,CIMANGGU,1
260,CIMANGGU,CIMANGGU,1
261,CIMANUK,CIMANUK,1
262,CIPEUCANG,CIPEUCANG,1
263,JIPUT,JIPUT,1
264,LABUAN,LABUAN,1
265,MANDALAWANGI,MANDALAWANGI,1
266,MENES,MENES,1
267,MUNJUL,MUNJUL,1
268,PAGELARAN,PAGELARAN,1
269,PAGELARAN,PAGELARAN,1
270,PAGELARAN,PAGELARAN,1
271,PAGELARAN,PAGELARAN,1
272,PAGELARAN,PAGELARAN,1
273,PANDEGLANG,PANDEGLANG,1
274,PANDEGLANG,PANDEGLANG,1
275,PANDEGLANG,PANDEGLANG,1
276,PANDEGLANG,PANDEGLANG,1
277,PANDEGLANG,PANDEGLANG,1
278,PANDEGLANG,PANDEGLANG,1
279,PANDEGLANG,PANDEGLANG,1
280,PANDEGLANG,PANDEGLANG,1
281,PANDEGLANG,PANDEGLANG,1
282,PANDEGLANG,PANDEGLANG,1
283,PANIMBANG,PANIMBANG,1
284,SAKETI,SAKETI,1
285,SUMUR,SUMUR,1
286,ANYER,ANYER,1
287,BAROS,BAROS,1
288,BAROS,BAROS,1
289,BINUANG,BINUANG,1
290,BINUANG,BINUANG,1
291,BINUANG                  ,BINUANG,1
292,BINUANG,BINUANG,1
293,BOJONEGARA,BOJONEGARA,1
294,CARENANG,CARENANG,1
295,CIKANDE,CIKANDE,1
296,CIKEUSAL,CIKEUSAL,1
297,CINANGKA,CINANGKA,1
298,CIOMAS,CIOMAS,1
299,CIOMAS,CIOMAS,1
300,CIPOCOKJAYA,CIPOCOKJAYA,1
301,CIPOCOKJAYA,CIPOCOKJAYA,1
302,CIPOCOKJAYA,CIPOCOKJAYA,1
303,CIPOCOKJAYA,CIPOCOKJAYA,1
304,CIPOCOKJAYA,CIPOCOKJAYA,1
305,CIPOCOKJAYA,CIPOCOKJAYA,1
306,CIPOCOKJAYA,CIPOCOKJAYA,1
307,CIPOCOKJAYA,CIPOCOKJAYA,1
308,CIRUAS,CIRUAS,1
309,JAWILAN,JAWILAN,1
310,JAWILAN,JAWILAN,1
311,JAWILAN,JAWILAN,1
312,KASEMEN,KASEMEN,1
313,KIBIN,KIBIN,1
314,KIBIN,KIBIN,1
315,KOPO,KOPO,1
316,KRAGILAN,KRAGILAN,1
317,KRAMATWATU,KRAMATWATU,1
318,MANCAK,MANCAK,1
319,PABUARAN,PABUARAN,1
320,PABUARAN,PABUARAN,1
321,PABUARAN,PABUARAN,1
322,PADARINCANG,PADARINCANG,1
323,PAMARAYAN,PAMARAYAN,1
324,PETIR,PETIR,1
325,PONTANG,PONTANG,1
326,PULOAMPEL,PULOAMPEL,1
327,SERANG,SERANG,1
328,SERANG,SERANG,1
329,SERANG,SERANG,1
330,SERANG,SERANG,1
331,SERANG,SERANG,1
332,SERANG,SERANG,1
333,SERANG,SERANG,1
334,SERANG,SERANG,1
335,SERANG,SERANG,1
336,SERANG,SERANG,1
337,TAKTAKAN,TAKTAKAN,1
338,TANARA,TANARA,1
339,TANARA,TANARA,1
340,TANARA,TANARA,1
341,TANJUNG TEJA,TANJUNG TEJA,1
342,TIRTAYASA,TIRTAYASA,1
343,WALANTAKA,WALANTAKA,1
344,WARINGINKURUNG,WARINGINKURUNG,1
345,BATU CEPER,BATU CEPER,1
346,BATU CEPER,BATU CEPER,1
347,BENDA,BENDA,1
348,CIBODAS,CIBODAS,1
349,CIBODAS,CIBODAS,1
350,CIBODAS,CIBODAS,1
351,CIBODAS,CIBODAS,1
352,CILEDUG,CILEDUG,1
353,CILEDUG,CILEDUG,1
354,CIPONDOH,CIPONDOH,1
355,CIPONDOH,CIPONDOH,1
356,JATI UWUNG,JATI UWUNG,1
357,JATI UWUNG,JATI UWUNG,1
358,JATI UWUNG,JATI UWUNG,1
359,JATI UWUNG,JATI UWUNG,1
360,JATI UWUNG,JATI UWUNG,1
361,JATI UWUNG,JATI UWUNG,1
362,KARANG TENGAH,KARANG TENGAH,1
363,KARANG TENGAH,KARANG TENGAH,1
364,KARANG TENGAH,KARANG TENGAH,1
365,KARANG TENGAH,KARANG TENGAH,1
366,KARANG TENGAH,KARANG TENGAH,1
367,KARANG TENGAH,KARANG TENGAH,1
368,KARANG TENGAH,KARANG TENGAH,1
369,KARAWACI,KARAWACI,1
370,KARAWACI,KARAWACI,1
371,KARAWACI,KARAWACI,1
372,KARAWACI,KARAWACI,1
373,KARAWACI,KARAWACI,1
374,LARANGAN,LARANGAN,1
375,LARANGAN,LARANGAN,1
376,LARANGAN,LARANGAN,1
377,LARANGAN,LARANGAN,1
378,NEGLA SARI,NEGLA SARI,1
379,NEGLA SARI,NEGLA SARI,1
380,NEGLA SARI,NEGLA SARI,1
381,PERIUK,PERIUK,1
382,PERIUK,PERIUK,1
383,PINANG,PINANG,1
384,TANGERANG,TANGERANG,1
385,TANGERANG,TANGERANG,1
386,TANGERANG,TANGERANG,1
387,TANGERANG,TANGERANG,1
388,TANGERANG,TANGERANG,1
389,ALAS TIMUR,ALAS TIMUR,1
390,DARAT SAWAH / SEGINIM,DARAT SAWAH / SEGINIM,1
391,KAUR SELATAN,KAUR SELATAN,1
392,KAUR SELATAN,KAUR SELATAN,1
393,KEDURANG,KEDURANG,1
394,KOTA MANNA,KOTA MANNA,1
395,MANNA,MANNA,1
396,PINO,PINO,1
397,PINO RAYA,PINO RAYA,1
398,ENGGANO,ENGGANO,1
399,KERKAP,KERKAP,1
400,KETAHUN,KETAHUN,1
401,KOTA ARGA MAKMUR,KOTA ARGA MAKMUR,1
402,LAIS,LAIS,1
403,LAIS,LAIS,1
404,MUKO-MUKO SELATAN,MUKO-MUKO SELATAN,1
405,MUKO-MUKO UTARA,MUKO-MUKO UTARA,1
406,PADANG JAYA,PADANG JAYA,1
407,PERWK. AIR NAPAL,PERWK. AIR NAPAL,1
408,PERWK. BATIK NAU,PERWK. BATIK NAU,1
409,PERWK. DUSUN CURUP,PERWK. DUSUN CURUP,1
410,PERWK. GIRI MULYA,PERWK. GIRI MULYA,1
411,PERWK. KARANG TINGGI,PERWK. KARANG TINGGI,1
412,PERWK. LUBUK PINANG,PERWK. LUBUK PINANG,1
413,PERWK. PAGAR JATI,PERWK. PAGAR JATI,1
414,PERWK. PEMATANG TIGA,PERWK. PEMATANG TIGA,1
415,PERWK. PONDOK SUGUH,PERWK. PONDOK SUGUH,1
416,PERWK. TERAS TERUNJAM,PERWK. TERAS TERUNJAM,1
417,PONDOK KELAPA,PONDOK KELAPA,1
418,PUTRI HIJAU,PUTRI HIJAU,1
419,TABA PENANJUNG,TABA PENANJUNG,1
420,TALANG EMPAT,TALANG EMPAT,1
421,K I N A L,K I N A L,1
422,KAUR TENGAH,KAUR TENGAH,1
423,KAUR UTARA,KAUR UTARA,1
424,M A J E,M A J E,1
425,N A S A L,N A S A L,1
426,TANJUNG KEMUNING,TANJUNG KEMUNING,1
427,GADING CEMPAKA,GADING CEMPAKA,1
428,GADING CEMPAKA,GADING CEMPAKA,1
429,GADING CEMPAKA,GADING CEMPAKA,1
430,GADING CEMPAKA,GADING CEMPAKA,1
431,GADING CEMPAKA,GADING CEMPAKA,1
432,GADING CEMPAKA,GADING CEMPAKA,1
433,GADING CEMPAKA,GADING CEMPAKA,1
434,GADING CEMPAKA,GADING CEMPAKA,1
435,GADING CEMPAKA,GADING CEMPAKA,1
436,GADING CEMPAKA,GADING CEMPAKA,1
437,MUARA BANGKAHULU,MUARA BANGKAHULU,1
438,SELEBAR,SELEBAR,1
439,TELUK SEGARA,TELUK SEGARA,1
440,TELUK SEGARA,TELUK SEGARA,1
441,TELUK SEGARA,TELUK SEGARA,1
442,CURUP,CURUP,1
443,KEPAHIANG,KEPAHIANG,1
444,KOTA PADANG,KOTA PADANG,1
445,LEBONG SELATAN,LEBONG SELATAN,1
446,LEBONG UTARA,LEBONG UTARA,1
447,PADANG ULAK TANDING,PADANG ULAK TANDING,1
448,PERWK. BELITAR,PERWK. BELITAR,1
449,PERWK. EMBONG PANJANG,PERWK. EMBONG PANJANG,1
450,PERWK. KEBAN AGUNG,PERWK. KEBAN AGUNG,1
451,PERWK. KRG.ANYAR PAL 8,PERWK. KRG.ANYAR PAL 8,1
452,PERWK. RIMBO PENGADANG,PERWK. RIMBO PENGADANG,1
453,PERWK. SAMBI REJO,PERWK. SAMBI REJO,1
454,PERWK. TABA BARU,PERWK. TABA BARU,1
455,PERWK. TEBAT KARAI,PERWK. TEBAT KARAI,1
456,PERWK. UJAN MAS,PERWK. UJAN MAS,1
457,SELUMA,SELUMA,1
458,SEMIDANG ALAS,SEMIDANG ALAS,1
459,SEMIDANG ALAS MARAS,SEMIDANG ALAS MARAS,1
460,SUKA RAJA,SUKA RAJA,1
461,T A L O,T A L O,1
462,BAMBANGLIPURO,BAMBANGLIPURO,1
463,BANGUNTAPAN,BANGUNTAPAN,1
464,BANGUNTAPAN,BANGUNTAPAN,1
465,BANGUNTAPAN,BANGUNTAPAN,1
466,BANGUNTAPAN,BANGUNTAPAN,1
467,BANGUNTAPAN,BANGUNTAPAN,1
468,BANGUNTAPAN,BANGUNTAPAN,1
469,BANGUNTAPAN,BANGUNTAPAN,1
470,BANGUNTAPAN,BANGUNTAPAN,1
471,BANTUL,BANTUL,1
472,BANTUL,BANTUL,1
473,BANTUL,BANTUL,1
474,BANTUL,BANTUL,1
475,BANTUL,BANTUL,1
476,DLINGO,DLINGO,1
477,IMOGIRI,IMOGIRI,1
478,JETIS,JETIS,1
479,JETIS,JETIS,1
480,JETIS,JETIS,1
481,JETIS,JETIS,1
482,JETIS,JETIS,1
483,JETIS,JETIS,1
484,JETIS,JETIS,1
485,JETIS,JETIS,1
486,KASIHAN,KASIHAN,1
487,KASIHAN,KASIHAN,1
488,KASIHAN,KASIHAN,1
489,KASIHAN,KASIHAN,1
490,KASIHAN,KASIHAN,1
491,KRETEK,KRETEK,1
492,PAJANGAN,PAJANGAN,1
493,PANDAK,PANDAK,1
494,PIYUNGAN,PIYUNGAN,1
495,PLERET,PLERET,1
496,PUNDONG,PUNDONG,1
497,SANDEN,SANDEN,1
498,SEDAYU,SEDAYU,1
499,SEWON,SEWON,1
500,SEWON,SEWON,1
501,SEWON,SEWON,1
502,SEWON,SEWON,1
503,SRANDAKAN,SRANDAKAN,1
504,GEDANGSARI,GEDANGSARI,1
505,GIRISUBO,GIRISUBO,1
506,KARANGMOJO,KARANGMOJO,1
507,KARANGMOJO,KARANGMOJO,1
508,KARANGMOJO,KARANGMOJO,1
509,NGAWEN,NGAWEN,1
510,NGAWEN,NGAWEN,1
511,NGAWEN,NGAWEN,1
512,NGLIPAR,NGLIPAR,1
513,PALIYAN,PALIYAN,1
514,PANGGANG,PANGGANG,1
515,PATUK,PATUK,1
516,PLAYEN,PLAYEN,1
517,PONJONG,PONJONG,1
518,PURWOSARI,PURWOSARI,1
519,PURWOSARI,PURWOSARI,1
520,PURWOSARI,PURWOSARI,1
521,RONGKOP,RONGKOP,1
522,SAPTOSARI,SAPTOSARI,1
523,SEMANU,SEMANU,1
524,SEMIN,SEMIN,1
525,TANJUNGSARI,TANJUNGSARI,1
526,TANJUNGSARI,TANJUNGSARI,1
527,TEPUS,TEPUS,1
528,WONOSARI,WONOSARI,1
529,WONOSARI,WONOSARI,1
530,WONOSARI,WONOSARI,1
531,WONOSARI,WONOSARI,1
532,WONOSARI,WONOSARI,1
533,WONOSARI,WONOSARI,1
534,WONOSARI,WONOSARI,1
535,GALUR,GALUR,1
536,GIRIMULYO,GIRIMULYO,1
537,KALIBAWANG,KALIBAWANG,1
538,KOKAP,KOKAP,1
539,LENDAH,LENDAH,1
540,NANGGULAN,NANGGULAN,1
541,PANJATAN,PANJATAN,1
542,PENGASIH,PENGASIH,1
543,SAMIGALUH,SAMIGALUH,1
544,SENTOLO,SENTOLO,1
545,TEMON,TEMON,1
546,WATES,WATES,1
547,WATES,WATES,1
548,WATES,WATES,1
549,WATES,WATES,1
550,WATES,WATES,1
551,BERBAH,BERBAH,1
552,CANGKRINGAN,CANGKRINGAN,1
553,DEPOK,DEPOK,1
554,DEPOK,DEPOK,1
555,DEPOK,DEPOK,1
556,DEPOK,DEPOK,1
557,DEPOK,DEPOK,1
558,GAMPING,GAMPING,1
559,GAMPING,GAMPING,1
560,GAMPING,GAMPING,1
561,GAMPING,GAMPING,1
562,GAMPING,GAMPING,1
563,GAMPING,GAMPING,1
564,GODEAN,GODEAN,1
565,KALASAN,KALASAN,1
566,MINGGIR,MINGGIR,1
567,MLATI,MLATI,1
568,MLATI,MLATI,1
569,MLATI,MLATI,1
570,MLATI,MLATI,1
571,MLATI,MLATI,1
572,MLATI,MLATI,1
573,MOYUDAN,MOYUDAN,1
574,NGAGLIK,NGAGLIK,1
575,NGEMPLAK,NGEMPLAK,1
576,NGEMPLAK,NGEMPLAK,1
577,NGEMPLAK,NGEMPLAK,1
578,PAKEM,PAKEM,1
579,PAKEM,PAKEM,1
580,PRAMBANAN,PRAMBANAN,1
581,PRAMBANAN,PRAMBANAN,1
582,SEYEGAN,SEYEGAN,1
583,SLEMAN,SLEMAN,1
584,SLEMAN,SLEMAN,1
585,TEMPEL,TEMPEL,1
586,TURI,TURI,1
587,TURI,TURI,1
588,DANUREJAN,DANUREJAN,1
589,DANUREJAN,DANUREJAN,1
590,DANUREJAN,DANUREJAN,1
591,DANUREJAN,DANUREJAN,1
592,GEDONGTENGEN,GEDONGTENGEN,1
593,GEDONGTENGEN,GEDONGTENGEN,1
594,GEDONGTENGEN,GEDONGTENGEN,1
595,GONDOKUSUMAN,GONDOKUSUMAN,1
596,GONDOKUSUMAN,GONDOKUSUMAN,1
597,GONDOKUSUMAN,GONDOKUSUMAN,1
598,GONDOKUSUMAN,GONDOKUSUMAN,1
599,GONDOKUSUMAN,GONDOKUSUMAN,1
600,GONDOKUSUMAN,GONDOKUSUMAN,1
601,GONDOMANAN,GONDOMANAN,1
602,GONDOMANAN,GONDOMANAN,1
603,GONDOMANAN,GONDOMANAN,1
604,KOTAGEDE,KOTAGEDE,1
605,KOTAGEDE,KOTAGEDE,1
606,KOTAGEDE,KOTAGEDE,1
607,KOTAGEDE,KOTAGEDE,1
608,KRATON,KRATON,1
609,KRATON,KRATON,1
610,KRATON,KRATON,1
611,KRATON,KRATON,1
612,KRATON,KRATON,1
613,MANTRIJERON,MANTRIJERON,1
614,MANTRIJERON,MANTRIJERON,1
615,MANTRIJERON,MANTRIJERON,1
616,MANTRIJERON,MANTRIJERON,1
617,MERGANGSAN,MERGANGSAN,1
618,MERGANGSAN,MERGANGSAN,1
619,MERGANGSAN,MERGANGSAN,1
620,MERGANGSAN,MERGANGSAN,1
621,NGAMPILAN,NGAMPILAN,1
622,NGAMPILAN,NGAMPILAN,1
623,NGAMPILAN,NGAMPILAN,1
624,PAKUALAMAN,PAKUALAMAN,1
625,PAKUALAMAN,PAKUALAMAN,1
626,PAKUALAMAN,PAKUALAMAN,1
627,TEGALREJO,TEGALREJO,1
628,TEGALREJO,TEGALREJO,1
629,TEGALREJO,TEGALREJO,1
630,TEGALREJO,TEGALREJO,1
631,TEGALREJO,TEGALREJO,1
632,TEGALREJO,TEGALREJO,1
633,UMBULHARJO,UMBULHARJO,1
634,UMBULHARJO,UMBULHARJO,1
635,UMBULHARJO,UMBULHARJO,1
636,UMBULHARJO,UMBULHARJO,1
637,UMBULHARJO,UMBULHARJO,1
638,UMBULHARJO,UMBULHARJO,1
639,UMBULHARJO,UMBULHARJO,1
640,UMBULHARJO,UMBULHARJO,1
641,WIROBRAJAN,WIROBRAJAN,1
642,WIROBRAJAN,WIROBRAJAN,1
643,WIROBRAJAN,WIROBRAJAN,1
644,WIROBRAJAN,WIROBRAJAN,1
645,CENGKARENG,CENGKARENG,1
646,CENGKARENG,CENGKARENG,1
647,CENGKARENG,CENGKARENG,1
648,CENGKARENG,CENGKARENG,1
649,CENGKARENG,CENGKARENG,1
650,CENGKARENG,CENGKARENG,1
651,GROGOL PETAMBURAN,GROGOL PETAMBURAN,1
652,GROGOL PETAMBURAN,GROGOL PETAMBURAN,1
653,GROGOL PETAMBURAN,GROGOL PETAMBURAN,1
654,GROGOL PETAMBURAN,GROGOL PETAMBURAN,1
655,GROGOL PETAMBURAN,GROGOL PETAMBURAN,1
656,KALI DERES,KALI DERES,1
657,KALI DERES,KALI DERES,1
658,KALI DERES,KALI DERES,1
659,KALI DERES,KALI DERES,1
660,KALI DERES,KALI DERES,1
661,KALI DERES,KALI DERES,1
662,KEBON JERUK,KEBON JERUK,1
663,KEBON JERUK,KEBON JERUK,1
664,KEBON JERUK,KEBON JERUK,1
665,KEBON JERUK,KEBON JERUK,1
666,KEBON JERUK,KEBON JERUK,1
667,KEBON JERUK,KEBON JERUK,1
668,KEBON JERUK,KEBON JERUK,1
669,KEMBANGAN,KEMBANGAN,1
670,KEMBANGAN,KEMBANGAN,1
671,KEMBANGAN,KEMBANGAN,1
672,KEMBANGAN,KEMBANGAN,1
673,KEMBANGAN,KEMBANGAN,1
674,KEMBANGAN,KEMBANGAN,1
675,PALMERAH,PALMERAH,1
676,PALMERAH,PALMERAH,1
677,PALMERAH,PALMERAH,1
678,PALMERAH,PALMERAH,1
679,TAMANSARI,TAMANSARI,1
680,TAMANSARI,TAMANSARI,1
681,TAMANSARI,TAMANSARI,1
682,TAMANSARI,TAMANSARI,1
683,TAMANSARI,TAMANSARI,1
684,TAMANSARI,TAMANSARI,1
