kelurahanid,subdistrictname,kelurahanname,recordstatus
5181,BARONG TONGKOK,BARONG TONGKOK,1
5182,BONGAN,BONGAN,1
5183,DAMAI,DAMAI,1
5184,JEMPANG,JEMPANG,1
5185,LONG APARI,LONG APARI,1
5186,LONG BAGUN,LONG BAGUN,1
5187,LONG HUBUNG,LONG HUBUNG,1
5188,LONG HUBUNG,LONG HUBUNG,1
5189,LONG IRAM,LONG IRAM,1
5190,LONG PAHANGAI,LONG PAHANGAI,1
5191,MELAK,MELAK,1
5192,MUARA LAWA,MUARA LAWA,1
5193,MUARA PAHU,MUARA PAHU,1
5194,PENYINGGAHAN,PENYINGGAHAN,1
5195,ANGGANA,ANGGANA,1
5196,KEMBANG JANGGUT,KEMBANG JANGGUT,1
5197,KENOHAN,KENOHAN,1
5198,KOTABANGUN,KOTABANGUN,1
5199,LOA JANAN,LOA JANAN,1
5200,LOA KULU,LOA KULU,1
5201,LOA KULU,LOA KULU,1
5202,MARANG KAYU,MARANG KAYU,1
5203,MUARA BADAK,MUARA BADAK,1
5204,MUARA JAWA,MUARA JAWA,1
5205,MUARA JAWA,MUARA JAWA,1
5206,MUARA JAWA,MUARA JAWA,1
5207,MUARA JAWA,MUARA JAWA,1
5208,MUARA JAWA,MUARA JAWA,1
5209,MUARA JAWA,MUARA JAWA,1
5210,MUARA JAWA,MUARA JAWA,1
5211,MUARA JAWA,MUARA JAWA,1
5212,MUARA KAMAN,MUARA KAMAN,1
5213,MUARA MUNTAI,MUARA MUNTAI,1
5214,MUARA WIS,MUARA WIS,1
5215,SAMBOJA,SAMBOJA,1
5216,SAMBOJA,SAMBOJA,1
5217,SAMBOJA,SAMBOJA,1
5218,SAMBOJA,SAMBOJA,1
5219,SAMBOJA,SAMBOJA,1
5220,SAMBOJA,SAMBOJA,1
5221,SAMBOJA,SAMBOJA,1
5222,SAMBOJA,SAMBOJA,1
5223,SAMBOJA,SAMBOJA,1
5224,SAMBOJA,SAMBOJA,1
5225,SAMBOJA,SAMBOJA,1
5226,SANGA-SANGA,SANGA-SANGA,1
5227,SANGA-SANGA,SANGA-SANGA,1
5228,SANGA-SANGA,SANGA-SANGA,1
5229,SANGA-SANGA,SANGA-SANGA,1
5230,SANGA-SANGA,SANGA-SANGA,1
5231,SANGA-SANGA,SANGA-SANGA,1
5232,SEBULU,SEBULU,1
5233,TABANG,TABANG,1
5234,TABANG,TABANG,1
5235,TABANG,TABANG,1
5236,TENGGARONG,TENGGARONG,1
5237,TENGGARONG,TENGGARONG,1
5238,TENGGARONG,TENGGARONG,1
5239,TENGGARONG,TENGGARONG,1
5240,TENGGARONG,TENGGARONG,1
5241,TENGGARONG,TENGGARONG,1
5242,TENGGARONG,TENGGARONG,1
5243,TENGGARONG SEBERANG,TENGGARONG SEBERANG,1
5244,BENGALON,BENGALON,1
5245,BENGALON,BENGALON,1
5246,BUSANG,BUSANG,1
5247,BUSANG,BUSANG,1
5248,KALIORANG,KALIORANG,1
5249,KALIORANG,KALIORANG,1
5250,KALIORANG,KALIORANG,1
5251,KAUBUN,KAUBUN,1
5252,KOMBENG,KOMBENG,1
5253,LONG MESANGAT,LONG MESANGAT,1
5254,LONG MESANGAT,LONG MESANGAT,1
5255,MUARA ANCALONG,MUARA ANCALONG,1
5256,MUARA ANCALONG,MUARA ANCALONG,1
5257,MUARA BENGKAL,MUARA BENGKAL,1
5258,MUARA BENGKAL,MUARA BENGKAL,1
5259,MUARA WAHAU,MUARA WAHAU,1
5260,MUARA WAHAU,MUARA WAHAU,1
5261,RANTAU PULUNG,RANTAU PULUNG,1
5262,SANDARAN,SANDARAN,1
5263,SANDARAN,SANDARAN,1
5264,SANGATTA,SANGATTA,1
5265,SANGATTA,SANGATTA,1
5266,SANGATTA SELATAN,SANGATTA SELATAN,1
5267,SANGATTA SELATAN,SANGATTA SELATAN,1
5268,SANGKULIRANG,SANGKULIRANG,1
5269,SANGKULIRANG,SANGKULIRANG,1
5270,SANGKULIRANG,SANGKULIRANG,1
5271,TELEN,TELEN,1
5272,TELEN,TELEN,1
5273,TELEN,TELEN,1
5274,TELUK PANDAN,TELUK PANDAN,1
5275,MALINAU,MALINAU,1
5276,MALINAU,MALINAU,1
5277,MENTARANG,MENTARANG,1
5278,KRAYAN,KRAYAN,1
5279,KRAYAN,KRAYAN,1
5280,LUMBIS,LUMBIS,1
5281,LUMBIS,LUMBIS,1
5282,NUNUKAN,NUNUKAN,1
5283,SEBATIK,SEBATIK,1
5284,SEBATIK,SEBATIK,1
5285,SEMBAKUNG,SEMBAKUNG,1
5286,BATU SOPANG,BATU SOPANG,1
5287,BATU SOPANG,BATU SOPANG,1
5288,KUARO,KUARO,1
5289,KUARO,KUARO,1
5290,LONG IKIS,LONG IKIS,1
5291,LONG KALI,LONG KALI,1
5292,MUARA KOMAN,MUARA KOMAN,1
5293,PASIR BALENGKONG,PASIR BALENGKONG,1
5294,PASIR BALENGKONG,PASIR BALENGKONG,1
5295,TANAH GROGOT,TANAH GROGOT,1
5296,TANAH GROGOT,TANAH GROGOT,1
5297,TANJUNG ARU,TANJUNG ARU,1
5298,TANJUNG ARU,TANJUNG ARU,1
5299,BABULU,BABULU,1
5300,PENAJAM,PENAJAM,1
5301,SEPAKU,SEPAKU,1
5302,PALARAN,PALARAN,1
5303,PALARAN,PALARAN,1
5304,PALARAN,PALARAN,1
5305,PALARAN,PALARAN,1
5306,PALARAN,PALARAN,1
5307,PALARAN,PALARAN,1
5308,SAMARINDA ILIR,SAMARINDA ILIR,1
5309,SAMARINDA ILIR,SAMARINDA ILIR,1
5310,SAMARINDA ILIR,SAMARINDA ILIR,1
5311,SAMARINDA ILIR,SAMARINDA ILIR,1
5312,SAMARINDA ILIR,SAMARINDA ILIR,1
5313,SAMARINDA ILIR,SAMARINDA ILIR,1
5314,SAMARINDA ILIR,SAMARINDA ILIR,1
5315,SAMARINDA ILIR,SAMARINDA ILIR,1
5316,SAMARINDA ILIR,SAMARINDA ILIR,1
5317,SAMARINDA SEBERANG,SAMARINDA SEBERANG,1
5318,SAMARINDA SEBERANG,SAMARINDA SEBERANG,1
5319,SAMARINDA SEBERANG,SAMARINDA SEBERANG,1
5320,SAMARINDA SEBERANG,SAMARINDA SEBERANG,1
5321,SAMARINDA SEBERANG,SAMARINDA SEBERANG,1
5322,SAMARINDA ULU,SAMARINDA ULU,1
5323,SAMARINDA ULU,SAMARINDA ULU,1
5324,SAMARINDA ULU,SAMARINDA ULU,1
5325,SAMARINDA ULU,SAMARINDA ULU,1
5326,SAMARINDA ULU,SAMARINDA ULU,1
5327,SAMARINDA ULU,SAMARINDA ULU,1
5328,SAMARINDA UTARA,SAMARINDA UTARA,1
5329,SAMARINDA UTARA,SAMARINDA UTARA,1
5330,SAMARINDA UTARA,SAMARINDA UTARA,1
5331,SUNGAI KUNJANG,SUNGAI KUNJANG,1
5332,SUNGAI KUNJANG,SUNGAI KUNJANG,1
5333,SUNGAI KUNJANG,SUNGAI KUNJANG,1
5334,SUNGAI KUNJANG,SUNGAI KUNJANG,1
5335,BAKAM,BAKAM,1
5336,BAKAM,BAKAM,1
5337,BELINYU,BELINYU,1
5338,BELINYU,BELINYU,1
5339,MENDO BARAT,MENDO BARAT,1
5340,MENDO BARAT,MENDO BARAT,1
5341,MENDO BARAT,MENDO BARAT,1
5342,MENDO BARAT,MENDO BARAT,1
5343,MERAWANG,MERAWANG,1
5344,MERAWANG,MERAWANG,1
5345,PEMALI,PEMALI,1
5346,PEMALI,PEMALI,1
5347,PEMALI,PEMALI,1
5348,PUDING BESAR,PUDING BESAR,1
5349,RIAU SILIP,RIAU SILIP,1
5350,RIAU SILIP,RIAU SILIP,1
5351,RIAU SILIP,RIAU SILIP,1
5352,SUNGAI LIAT,SUNGAI LIAT,1
5353,SUNGAI LIAT,SUNGAI LIAT,1
5354,SUNGAI LIAT,SUNGAI LIAT,1
5355,SUNGAI LIAT,SUNGAI LIAT,1
5356,JEBUS,JEBUS,1
5357,JEBUS,JEBUS,1
5358,KELAPA,KELAPA,1
5359,KELAPA,KELAPA,1
5360,MENTOK,MENTOK,1
5361,MENTOK,MENTOK,1
5362,SIMPANG TERITIP,SIMPANG TERITIP,1
5363,SIMPANG TERITIP,SIMPANG TERITIP,1
5364,TEMPILANG,TEMPILANG,1
5365,TEMPILANG,TEMPILANG,1
5366,AIR GEGAS,AIR GEGAS,1
5367,AIR GEGAS,AIR GEGAS,1
5368,LEPAR PONGOK,LEPAR PONGOK,1
5369,LEPAR PONGOK,LEPAR PONGOK,1
5370,PAYUNG,PAYUNG,1
5371,PAYUNG,PAYUNG,1
5372,PAYUNG,PAYUNG,1
5373,PAYUNG,PAYUNG,1
5374,SIMPANG RIMBA,SIMPANG RIMBA,1
5375,TOBOALI,TOBOALI,1
5376,TOBOALI,TOBOALI,1
5377,KOBA,KOBA,1
5378,KOBA,KOBA,1
5379,PANGKALAN BARU,PANGKALAN BARU,1
5380,PANGKALAN BARU,PANGKALAN BARU,1
5381,SIMPANG KATIS,SIMPANG KATIS,1
5382,SIMPANG KATIS,SIMPANG KATIS,1
5383,SUNGAI SELAN,SUNGAI SELAN,1
5384,SUNGAI SELAN,SUNGAI SELAN,1
5385,MEMBALONG,MEMBALONG,1
5386,SELAT NASIK,SELAT NASIK,1
5387,SIJUK,SIJUK,1
5388,TANJUNGPANDAN,TANJUNGPANDAN,1
5389,TANJUNGPANDAN,TANJUNGPANDAN,1
5390,TANJUNGPANDAN,TANJUNGPANDAN,1
5391,TANJUNGPANDAN,TANJUNGPANDAN,1
5392,TANJUNGPANDAN,TANJUNGPANDAN,1
5393,TANJUNGPANDAN,TANJUNGPANDAN,1
5394,GANTUNG,GANTUNG,1
5395,KELAPA KAMPIT,KELAPA KAMPIT,1
5396,M A N G G A R,M A N G G A R,1
5397,BUKIT INTAN,BUKIT INTAN,1
5398,BUKIT INTAN,BUKIT INTAN,1
5399,BUKIT INTAN,BUKIT INTAN,1
5400,BUKIT INTAN,BUKIT INTAN,1
5401,BUKIT INTAN,BUKIT INTAN,1
5402,GERUNGGANG,GERUNGGANG,1
5403,GERUNGGANG,GERUNGGANG,1
5404,GERUNGGANG,GERUNGGANG,1
5405,PANGKAL BALAM,PANGKAL BALAM,1
5406,PANGKAL BALAM,PANGKAL BALAM,1
5407,PANGKAL BALAM,PANGKAL BALAM,1
5408,PANGKAL BALAM,PANGKAL BALAM,1
5409,PANGKAL BALAM,PANGKAL BALAM,1
5410,RANGKUI,RANGKUI,1
5411,RANGKUI,RANGKUI,1
5412,RANGKUI,RANGKUI,1
5413,RANGKUI,RANGKUI,1
5414,RANGKUI,RANGKUI,1
5415,TAMAN SARI,TAMAN SARI,1
5416,BATAM KOTA,BATAM KOTA,1
5417,BATAM KOTA,BATAM KOTA,1
5418,BATU AJI,BATU AJI,1
5419,BELAKANG PADANG,BELAKANG PADANG,1
5420,BELAKANG PADANG,BELAKANG PADANG,1
5421,BENGKONG,BENGKONG,1
5422,BULANG,BULANG,1
5423,GALANG,GALANG,1
5424,GALANG,GALANG,1
5425,GALANG,GALANG,1
5426,GALANG,GALANG,1
5427,LUBUK BAJA,LUBUK BAJA,1
5428,NONGSA,NONGSA,1
5429,SAGULUNG,SAGULUNG,1
5430,SEKUPANG,SEKUPANG,1
5431,SUNGAI BEDUK,SUNGAI BEDUK,1
5432,BURU,BURU,1
5433,BURU,BURU,1
5434,KARIMUN,KARIMUN,1
5435,KUNDUR,KUNDUR,1
5436,KUNDUR BARAT,KUNDUR BARAT,1
5437,KUNDUR UTARA,KUNDUR UTARA,1
5438,MERAL,MERAL,1
5439,MORO,MORO,1
5440,TEBING,TEBING,1
5441,BINTAN TIMUR,BINTAN TIMUR,1
5442,BINTAN UTARA,BINTAN UTARA,1
5443,GUNUNG KIJANG,GUNUNG KIJANG,1
5444,LINGGA,LINGGA,1
5445,SENAYANG,SENAYANG,1
5446,SINGKEP BARAT,SINGKEP BARAT,1
5447,SINGKEP SELATAN,SINGKEP SELATAN,1
5448,TAMBELAN,TAMBELAN,1
5449,TELUK BINTAN,TELUK BINTAN,1
5450,BUNGURAN BARAT,BUNGURAN BARAT,1
5451,BUNGURAN TIMUR,BUNGURAN TIMUR,1
5452,JEMAJA,JEMAJA,1
5453,MIDAI,MIDAI,1
5454,S E R A S A N,S E R A S A N,1
5455,BUKIT BESTARI,BUKIT BESTARI,1
5456,TANJUNG PINANG KOTA,TANJUNG PINANG KOTA,1
5457,TJ.PINANG BARAT,TJ.PINANG BARAT,1
5458,TJ.PINANG TIMUR,TJ.PINANG TIMUR,1
5459,KEDATON,KEDATON,1
5460,KEDATON,KEDATON,1
5461,KEDATON,KEDATON,1
5462,KEDATON,KEDATON,1
5463,KEDATON,KEDATON,1
5464,KEDATON,KEDATON,1
5465,KEDATON,KEDATON,1
5466,KEDATON,KEDATON,1
5467,KEDATON,KEDATON,1
5468,PANJANG,PANJANG,1
5469,PANJANG,PANJANG,1
5470,PANJANG,PANJANG,1
5471,PANJANG,PANJANG,1
5472,PANJANG,PANJANG,1
5473,PANJANG,PANJANG,1
5474,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5475,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5476,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5477,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5478,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5479,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5480,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5481,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5482,TANJUNG KARANG BARAT,TANJUNG KARANG BARAT,1
5483,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5484,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5485,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5486,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5487,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5488,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5489,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5490,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5491,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5492,TANJUNG KARANG PUSAT,TANJUNG KARANG PUSAT,1
5493,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5494,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5495,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5496,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5497,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5498,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5499,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5500,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5501,TANJUNG KARANG TIMUR,TANJUNG KARANG TIMUR,1
5502,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5503,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5504,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5505,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5506,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5507,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5508,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5509,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5510,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5511,TELUK BETUNG BARAT,TELUK BETUNG BARAT,1
5512,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5513,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5514,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5515,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5516,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5517,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5518,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5519,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5520,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5521,TELUK BETUNG SELATAN,TELUK BETUNG SELATAN,1
5522,TELUK BETUNG UTARA,TELUK BETUNG UTARA,1
5523,TELUK BETUNG UTARA,TELUK BETUNG UTARA,1
5524,TELUK BETUNG UTARA,TELUK BETUNG UTARA,1
5525,TELUK BETUNG UTARA,TELUK BETUNG UTARA,1
5526,TELUK BETUNG UTARA,TELUK BETUNG UTARA,1
5527,TELUK BETUNG UTARA,TELUK BETUNG UTARA,1
5528,METRO BARAT,METRO BARAT,1
5529,METRO BARAT,METRO BARAT,1
5530,METRO BARAT,METRO BARAT,1
5531,METRO PUSAT,METRO PUSAT,1
5532,METRO PUSAT,METRO PUSAT,1
5533,METRO PUSAT,METRO PUSAT,1
5534,METRO SELATAN,METRO SELATAN,1
5535,METRO SELATAN,METRO SELATAN,1
5536,METRO SELATAN,METRO SELATAN,1
5537,METRO SELATAN,METRO SELATAN,1
5538,METRO TIMUR,METRO TIMUR,1
5539,METRO TIMUR,METRO TIMUR,1
5540,METRO TIMUR,METRO TIMUR,1
5541,METRO TIMUR,METRO TIMUR,1
5542,METRO TIMUR,METRO TIMUR,1
5543,METRO TIMUR,METRO TIMUR,1
5544,METRO TIMUR,METRO TIMUR,1
5545,METRO TIMUR,METRO TIMUR,1
5546,METRO UTARA,METRO UTARA,1
5547,METRO UTARA,METRO UTARA,1
5548,METRO UTARA,METRO UTARA,1
5549,METRO UTARA,METRO UTARA,1
5550,METRO UTARA,METRO UTARA,1
5551,BALIK BUKIT,BALIK BUKIT,1
5552,BALIK BUKIT,BALIK BUKIT,1
5553,BATU BRAK,BATU BRAK,1
5554,BATU BRAK,BATU BRAK,1
5555,BATU BRAK,BATU BRAK,1
5556,BELALAU,BELALAU,1
5557,BELALAU,BELALAU,1
5558,BELALAU,BELALAU,1
5559,BENGKUNAT,BENGKUNAT,1
5560,BENGKUNAT,BENGKUNAT,1
5561,KARYA PENGGAWA,KARYA PENGGAWA,1
5562,KARYA PENGGAWA,KARYA PENGGAWA,1
5563,LEMONG,LEMONG,1
5564,LEMONG,LEMONG,1
5565,LEMONG,LEMONG,1
5566,LIWA,LIWA,1
5567,LIWA,LIWA,1
5568,PERW. WAY TENONG,PERW. WAY TENONG,1
5569,PERW. WAY TENONG,PERW. WAY TENONG,1
5570,PESISIR SELATAN,PESISIR SELATAN,1
5571,PESISIR SELATAN,PESISIR SELATAN,1
5572,PESISIR TENGAH,PESISIR TENGAH,1
5573,PESISIR TENGAH,PESISIR TENGAH,1
5574,PESISIR UTARA,PESISIR UTARA,1
5575,PESISIR UTARA,PESISIR UTARA,1
5576,SEKINCAU,SEKINCAU,1
5577,SEKINCAU,SEKINCAU,1
5578,SUKAU,SUKAU,1
5579,SUKAU,SUKAU,1
5580,SUKAU,SUKAU,1
5581,SUKAU,SUKAU,1
5582,SUMBER JAYA,SUMBER JAYA,1
5583,SUOH,SUOH,1
5584,SUOH,SUOH,1
5585,GEDUNG TATAAN,GEDUNG TATAAN,1
5586,JATI AGUNG,JATI AGUNG,1
5587,KALIANDA,KALIANDA,1
5588,KATIBUNG,KATIBUNG,1
5589,KEDONDONG,KEDONDONG,1
5590,MERBAU MATARAM,MERBAU MATARAM,1
5591,NATAR,NATAR,1
5592,NEGERI KATON,NEGERI KATON,1
5593,PADANG CERMIN,PADANG CERMIN,1
5594,PALAS,PALAS,1
5595,PENENGAHAN,PENENGAHAN,1
5596,SIDO MULYO,SIDO MULYO,1
5597,TANJUNG BINTANG,TANJUNG BINTANG,1
5598,TEGINENENG,TEGINENENG,1
5599,ANAK TUHA,ANAK TUHA,1
5600,ANAK TUHA,ANAK TUHA,1
5601,ANAK TUHA,ANAK TUHA,1
5602,BANDAR MATARAM,BANDAR MATARAM,1
5603,BANDAR SURABAYA,BANDAR SURABAYA,1
5604,BANGUN REJO,BANGUN REJO,1
5605,BEKRI,BEKRI,1
5606,BEKRI,BEKRI,1
5607,BUMI NABUNG,BUMI NABUNG,1
5608,BUMI NABUNG,BUMI NABUNG,1
5609,BUMI RATU NUBAN,BUMI RATU NUBAN,1
5610,BUMI RATU NUBAN,BUMI RATU NUBAN,1
5611,GUNUNG SUGIH,GUNUNG SUGIH,1
5612,GUNUNG SUGIH,GUNUNG SUGIH,1
5613,KALIREJO,KALIREJO,1
5614,KALIREJO,KALIREJO,1
5615,KOTA GAJAH,KOTA GAJAH,1
5616,PADANG RATU,PADANG RATU,1
5617,PUBIAN,PUBIAN,1
5618,PUBIAN,PUBIAN,1
5619,PUBIAN,PUBIAN,1
5620,PUNGGUR,PUNGGUR,1
5621,RUMBIA,RUMBIA,1
5622,RUMBIA,RUMBIA,1
5623,SELAGAI LINGGA,SELAGAI LINGGA,1
5624,SELAGAI LINGGA,SELAGAI LINGGA,1
5625,SELAGAI LINGGA,SELAGAI LINGGA,1
5626,SENDANG AGUNG,SENDANG AGUNG,1
5627,SENDANG AGUNG,SENDANG AGUNG,1
5628,SEPUTIH AGUNG,SEPUTIH AGUNG,1
5629,SEPUTIH AGUNG,SEPUTIH AGUNG,1
5630,SEPUTIH BANYAK,SEPUTIH BANYAK,1
5631,SEPUTIH MATARAM,SEPUTIH MATARAM,1
5632,SEPUTIH RAMAN,SEPUTIH RAMAN,1
5633,SEPUTIH RAMAN,SEPUTIH RAMAN,1
5634,SEPUTIH SURABAYA,SEPUTIH SURABAYA,1
5635,TERBANGGI BESAR,TERBANGGI BESAR,1
5636,TERBANGGI BESAR,TERBANGGI BESAR,1
5637,TERBANGGI BESAR,TERBANGGI BESAR,1
5638,TERBANGGI BESAR,TERBANGGI BESAR,1
5639,TERUSAN NUNYAI,TERUSAN NUNYAI,1
5640,TERUSAN NUNYAI,TERUSAN NUNYAI,1
5641,TRIMURJO,TRIMURJO,1
5642,WAY PENGUBUAN,WAY PENGUBUAN,1
5643,WAY SEPUTIH,WAY SEPUTIH,1
5644,BATANGHARI,BATANGHARI,1
5645,BATANGHARI,BATANGHARI,1
5646,BATANGHARI,BATANGHARI,1
5647,BATANGHARI  NUBAN,BATANGHARI  NUBAN,1
5648,BATANGHARI  NUBAN,BATANGHARI  NUBAN,1
5649,BRAJA SELEBAN,BRAJA SELEBAN,1
5650,BRAJA SELEBAN,BRAJA SELEBAN,1
5651,BUMI AGUNG,BUMI AGUNG,1
5652,BUMI AGUNG,BUMI AGUNG,1
5653,GUNUNG PELINDUNG,GUNUNG PELINDUNG,1
5654,LABUHAN MARINGGAI,LABUHAN MARINGGAI,1
5655,LABUHAN RATU,LABUHAN RATU,1
5656,LABUHAN RATU,LABUHAN RATU,1
5657,LABUHAN RATU,LABUHAN RATU,1
5658,MARGA TIGA,MARGA TIGA,1
5659,MARGA TIGA,MARGA TIGA,1
5660,MATARAM BARU,MATARAM BARU,1
5661,MELINTING,MELINTING,1
5662,METRO KIBANG,METRO KIBANG,1
5663,METRO KIBANG,METRO KIBANG,1
5664,PASIR SAKTI,PASIR SAKTI,1
5665,PASIR SAKTI,PASIR SAKTI,1
5666,PEKALONGAN,PEKALONGAN,1
5667,PEKALONGAN,PEKALONGAN,1
5668,PURBOLINGGO,PURBOLINGGO,1
5669,PURBOLINGGO,PURBOLINGGO,1
5670,RAMAN UTARA,RAMAN UTARA,1
5671,RAMAN UTARA,RAMAN UTARA,1
5672,RAMAN UTARA,RAMAN UTARA,1
5673,SEKAMPUNG,SEKAMPUNG,1
5674,SEKAMPUNG,SEKAMPUNG,1
5675,SEKAMPUNG,SEKAMPUNG,1
5676,SEKAMPUNG UDIK,SEKAMPUNG UDIK,1
5677,SEKAMPUNG UDIK,SEKAMPUNG UDIK,1
5678,SRIBHAWONO,SRIBHAWONO,1
5679,SRIBHAWONO,SRIBHAWONO,1
5680,WAWAY KARYA,WAWAY KARYA,1
5681,WAWAY KARYA,WAWAY KARYA,1
5682,WAY BUNGUR,WAY BUNGUR,1
5683,WAY JEPARA,WAY JEPARA,1
5684,WAY JEPARA,WAY JEPARA,1
5685,WAY JEPARA,WAY JEPARA,1
5686,WAY JEPARA,WAY JEPARA,1
5687,ABUNG BARAT,ABUNG BARAT,1
5688,ABUNG BARAT,ABUNG BARAT,1
5689,ABUNG SELATAN,ABUNG SELATAN,1
5690,ABUNG SELATAN,ABUNG SELATAN,1
5691,ABUNG SEMULI,ABUNG SEMULI,1
5692,ABUNG SEMULI,ABUNG SEMULI,1
5693,ABUNG SURAKARTA,ABUNG SURAKARTA,1
5694,ABUNG SURAKARTA,ABUNG SURAKARTA,1
5695,ABUNG TENGAH,ABUNG TENGAH,1
5696,ABUNG TIMUR,ABUNG TIMUR,1
5697,ABUNG TIMUR,ABUNG TIMUR,1
5698,ABUNG TINGGI,ABUNG TINGGI,1
5699,ABUNG TINGGI,ABUNG TINGGI,1
5700,BUKIT KEMUNING,BUKIT KEMUNING,1
5701,BUNGA MAYANG,BUNGA MAYANG,1
5702,KOTABUMI,KOTABUMI,1
5703,KOTABUMI,KOTABUMI,1
5704,KOTABUMI,KOTABUMI,1
5705,KOTABUMI,KOTABUMI,1
5706,KOTABUMI SELATAN,KOTABUMI SELATAN,1
5707,KOTABUMI SELATAN,KOTABUMI SELATAN,1
5708,KOTABUMI SELATAN,KOTABUMI SELATAN,1
5709,KOTABUMI UTARA,KOTABUMI UTARA,1
5710,KOTABUMI UTARA,KOTABUMI UTARA,1
5711,MUARA SUNGKAI,MUARA SUNGKAI,1
5712,SUNGKAI SELATAN,SUNGKAI SELATAN,1
5713,SUNGKAI UTARA,SUNGKAI UTARA,1
5714,TANJUNG RAJA,TANJUNG RAJA,1
5715,TANJUNG RAJA,TANJUNG RAJA,1
5716,ADI LUWIH,ADI LUWIH,1
5717,CUKUH BALAK,CUKUH BALAK,1
5718,KLUMBAYAN,KLUMBAYAN,1
5719,KOTA AGUNG,KOTA AGUNG,1
5720,KOTA AGUNG,KOTA AGUNG,1
5721,KOTA AGUNG,KOTA AGUNG,1
5722,KOTA AGUNG,KOTA AGUNG,1
5723,PARDASUKA,PARDASUKA,1
5724,PEMATANG SAWAH,PEMATANG SAWAH,1
5725,PRINGSEWU,PRINGSEWU,1
5726,PUGUNG,PUGUNG,1
5727,PULAU PANGGUNG,PULAU PANGGUNG,1
5728,PULAU PANGGUNG,PULAU PANGGUNG,1
5729,SEMAKA,SEMAKA,1
5730,SUMBEREJO,SUMBEREJO,1
5731,TALANG PADANG,TALANG PADANG,1
5732,TALANG PADANG,TALANG PADANG,1
5733,TALANG PADANG,TALANG PADANG,1
5734,TALANG PADANG,TALANG PADANG,1
5735,ULU BELU,ULU BELU,1
5736,BANJAR AGUNG,BANJAR AGUNG,1
5737,GEDUNG AJI,GEDUNG AJI,1
5738,GEDUNG AJI,GEDUNG AJI,1
5739,GEDUNG MENENG,GEDUNG MENENG,1
5740,GEDUNG MENENG,GEDUNG MENENG,1
5741,GEDUNG MENENG,GEDUNG MENENG,1
5742,GUNUNG TERANG,GUNUNG TERANG,1
5743,GUNUNG TERANG,GUNUNG TERANG,1
5744,LEMBU KIBANG,LEMBU KIBANG,1
5745,LEMBU KIBANG,LEMBU KIBANG,1
5746,MENGGALA,MENGGALA,1
5747,MENGGALA,MENGGALA,1
5748,MENGGALA,MENGGALA,1
5749,MESUJI LAMPUNG,MESUJI LAMPUNG,1
5750,MESUJI LAMPUNG,MESUJI LAMPUNG,1
5751,PENAWAR TAMA,PENAWAR TAMA,1
